mint,symbol,tx,slot,wallet,is_fee_payer,fee_lamports,sol_delta_lamports,token_delta
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5RpYYDtCJWvgQRG6S63san2GCNoEBzaKyCLrYyfXcyE8q76LxRu1X9jmPwVsaq5DeWhidkxmHrTqC1yGVXSfRCQA,435814280,8kzFH4rgFzy4ccz97AhgqRT7Qbt7HnD5oJCDK1Sxdarb,0,915000,-3300000000,37437487.877292
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5RpYYDtCJWvgQRG6S63san2GCNoEBzaKyCLrYyfXcyE8q76LxRu1X9jmPwVsaq5DeWhidkxmHrTqC1yGVXSfRCQA,435814280,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,915000,-3360137240,49384689.738662
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5RpYYDtCJWvgQRG6S63san2GCNoEBzaKyCLrYyfXcyE8q76LxRu1X9jmPwVsaq5DeWhidkxmHrTqC1yGVXSfRCQA,435814280,Atgx1JXsp8pTQ9Qsi74wF5pLMVwHwyQc6jJCu84evN7c,0,915000,-3250000000,41826644.343107
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4eckbfA628rhTwo9hZ1EhZAMUGRFWzFRZZRJHoApCDviTCmhGbLvdcXoGDwVjAXw3oKHz2HeTioK8VZQuFN6NeCd,435814280,5P8A9bGUhroskpuA4hhRbybgt37TcTz7ft5zLAh8orpn,0,915000,-3350000000,30201357.210052
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4eckbfA628rhTwo9hZ1EhZAMUGRFWzFRZZRJHoApCDviTCmhGbLvdcXoGDwVjAXw3oKHz2HeTioK8VZQuFN6NeCd,435814280,43x1zWzjVWJbQErWM78m3Acx83FFuGSQEhmgyxUrPdQs,0,915000,-3550000000,28626518.595085
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4eckbfA628rhTwo9hZ1EhZAMUGRFWzFRZZRJHoApCDviTCmhGbLvdcXoGDwVjAXw3oKHz2HeTioK8VZQuFN6NeCd,435814280,GfJA84gwT9LpeyzeckeXkCsf8vdQuA64ZYQ91xoBawvt,1,915000,-3210137240,32267625.284724
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,2VYWrbNzWv8NUiUpqQhfnfTwjKzbT2dcHEn6sSQBEK4WUaDzikoaKxySoaLp3ztqYrpHweicHtE1Rjf7qzezvxK4,435814280,5brv79eFZ2rGprXNvqgVJBkBptkkw8GJX1XydJyZLyAr,1,616005000,-5618044280,35420599.14952
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5ptwmzH336J4gCfqM5aYSWcmcLNAu2kYKHaXCLB3aNZHsz8kSzEqiNZKvUbYtA4xSonTfxfzEmrbsFthNkEoFDq,435814280,2CQgjcdNEo7WtbQLpJTAVcC3Ga61pNvRDTgP5grzctFG,1,127505010,-4330762610,26082765.030058
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,3ZRQQbukZo27594Kmbc7SdjDe7ZjjXCLt4xxBSRDCDgXfAmCrPc5pCL5tmZH6bwZE75UuvDcHXV1At1RpaTuiwkB,435814280,GDQeTnqkyeLyRSjWaeFY5HsxaWoQmmXFc1N6wyuuHiQD,1,42205000,-3548162600,19592001.160292
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,2if6WHxBVUUUfjMAC1bS6sKmYr7sUfX8rtZjkJyzMdRzrckMqFCKA7VEoBXNhzgzBThq6pwdyBUMPfd3RrWQ5jaz,435814280,5yZx1tJramkVgxh49u89PahACux6oWVfspVdBiYMJPMx,1,1007120,-505168411,2656376.492443
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5uJGZs5RNUANHErYUvVLVxbAzAj5Yu6QxZGVTfaCtAyCgeWrbrfvanhsnMy24n4kh27xw1MggzLA4aBsugmHmYCC,435814280,HotwanNS4MKqzr82mNBthdosseVGSh7kJFHxVP6soVB,1,2070500,-205644580,1053108.693861
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,3Fkx6dHz3pdsbgYDVrCTwXmqSJy1xzX4pAfVraxNKRymAxE5pDkadeFpSYDSzp5xMtL4xnbCeFGbNVzpZRFMyxsq,435814280,2CQgjcdNEo7WtbQLpJTAVcC3Ga61pNvRDTgP5grzctFG,1,485000,1888249928,-10433106.012
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,2TWrfW823uWZvfcW5SpSyYAxTiTHZbfgRakVqFxrVpVuyrLKBewpF2jKf5RwpJpgrDfhLd7ugTKjagsPZMqTh1Ph,435814280,Anubis512ho5t7S6LNSwoxUWdeQmX2kf3RvZ8ApHHF5w,1,105000,-2242179080,12015413.472956
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,57xVzDZniPUezehVC2sXqcSgSjvARn4z2XbxhNePQAgdKpSzcmHG2Hrr3HSCKpDno6vHmNFMABqVcps8a3BArwJZ,435814280,AfPWFykWPZZxU2CyF6BcPoY2v8VEkmYS7ZggvELK7Pv1,1,1305000,-1003344280,5146990.943131
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,45X2iRqrSeqSyrXd9htiYd2qSQEYRR4EHUEwVY5RqaWKso2DAAoqHWeVH1s8PTVg6qKmtZ9vkBCHKeJ1Ngc2WGYq,435814280,BLAMEEhCJyRuChcs6p6ckex6MKUNmLLmtfC6vteCddEg,1,5000,-598656902,3026949.285134
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,3ZUxXL76muQHhPrsYQVkT2RUuKCC4UfoPqXYymUiEkhHmJ99ifCwff9YxLrtu5aoeYhKffnn8apkPB9JDbhzWppk,435814282,5yZx1tJramkVgxh49u89PahACux6oWVfspVdBiYMJPMx,1,107031,517739962,-2656376.492443
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4CZsS77Qr2T91uUar7jq346hp3YyeBYYW2eZrZ2bgCADWy7GSsjUEmNsL1GwCg3iTHVvqqVT3W3MocxFxaQoQNx7,435814283,5brv79eFZ2rGprXNvqgVJBkBptkkw8GJX1XydJyZLyAr,1,365000,1347278171,-7084119.829904
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5ufssXEsUMwzHWsDcVgG8phpFRDEdwrJxrVp3mVWUi5Fj4wcWDzS85HWx16sDGmhu1CSWnFAXvzZ5bncttYUgryJ,435814283,GDQeTnqkyeLyRSjWaeFY5HsxaWoQmmXFc1N6wyuuHiQD,1,15000,4175125309,-19592001.160292
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,35vwGEfQBzXXNdd4GjxvBj1ZZuBibTBViBkRtWReTw9Ah5uV2MRCJx5ayx6nHL4m7S7Z7QShj5xZR3dZmNMQAyME,435814285,BLAMEEhCJyRuChcs6p6ckex6MKUNmLLmtfC6vteCddEg,1,5000,752781653,-3026949.285134
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5BxgGDZPi2fMUWaRgGs3cZZFi5gYyn53TnFEpK3yAeHHtzVEBmw5PzZ2B2bzFKTbme6B5KtZ8dzsY2Mmzqenitqg,435814285,Anubis512ho5t7S6LNSwoxUWdeQmX2kf3RvZ8ApHHF5w,1,105000,2865814534,-12015413.472956
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4ypBhV6khfwKSgeU9udp7vKCZCzs9a8K8AsQ7AB6fkLDRpSa2j2jeNF9hGQx7KrypAaw8t6prGCeWe7dZooHs6ZA,435814286,AfPWFykWPZZxU2CyF6BcPoY2v8VEkmYS7ZggvELK7Pv1,1,105000,1245347356,-5146990.943131
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5UHqUiyecQtWq563P7vWapKkDwL9Jir2YBEguvipbogafM2WfmfLm79yyjXvQJcLA3AKs6v49ZZij8FTypVQL1Ze,435814287,5brv79eFZ2rGprXNvqgVJBkBptkkw8GJX1XydJyZLyAr,1,365000,948588671,-4250471.897942
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,34BwtzD2qyq83CAq8zScDoaxcAFPuXCKoHM7TL7DHLYk9hVeHZo1AvVGEvyQgmgWRdbURq4Jx95brVyanvvXUQkL,435814291,5brv79eFZ2rGprXNvqgVJBkBptkkw8GJX1XydJyZLyAr,1,365000,1158141789,-6021501.855418
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,dvtAkgt2MqozvAxNLFwwTQZMBMSSd5NLp1uxmK2K9LA6KMeUCeAn9Sqd7wDjo53FuNLeWPxfNzcqvyhCxA66oaU,435814293,2CQgjcdNEo7WtbQLpJTAVcC3Ga61pNvRDTgP5grzctFG,1,5000,1207881714,-7824829.509
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,29S1wcMm51w7FBpoNf1R4KwwhyTBHJ1KL5i5ZkpxE7yjRVHJxgRuG9XLyuRd2pbULSVwPLyVSLWPh7pgwz4JdzAc,435814293,5brv79eFZ2rGprXNvqgVJBkBptkkw8GJX1XydJyZLyAr,1,365000,884370931,-6322576.948189
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4ewjRKVTYXcXy7qiTUzHtdKMiQThJFzkfkNynJnJkKfP7aL3hn9MhSAzkJddQeyBZmrSEsazzQgh24CAnFu6pTnC,435814296,5brv79eFZ2rGprXNvqgVJBkBptkkw8GJX1XydJyZLyAr,1,365000,1610103813,-11741928.618067
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5uP1gPmMn6YfxVp8tjR6SnVqrpZTBwRE6di5JbCWLNJ5oywH78wGvJ5jFC1gRn3GaAQBtVGCAGAMDgKteZxTtsj3,435814296,AfPWFykWPZZxU2CyF6BcPoY2v8VEkmYS7ZggvELK7Pv1,1,205000,-502244280,3523914.684784
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,65k18YvkgAGBt9gcguHYtsQKf5sfGwswa98z1LfjD9cwfsX3UNfKJFStPCuNpue29kUwbvuRqJggnUfcBFmwepw3,435814298,2CQgjcdNEo7WtbQLpJTAVcC3Ga61pNvRDTgP5grzctFG,1,5000,949268998,-7824829.509058
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,2JZUMKDDWF5Tk94mYjEYm3KBKhQcmLg8VeMhurrpsXAWpVD3c8dnGNaRSx6Q3yzCuLssWjK9cXjhvqZ6WmXPKipj,435814299,AfPWFykWPZZxU2CyF6BcPoY2v8VEkmYS7ZggvELK7Pv1,1,25000,462004617,-3523914.684784
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4yB5DH1UJPXNxAp8rEHBFLfphjZbzCD2RngC1twTLcoAroz1tfjK7c9zFG3KD921uAWUAsBvMujXQLFtLg1vzagR,435814324,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,1005000,679999965,-4938468.973866
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4qNu2M6DRPWuGALq3nrGt4tKGHswmnF3fbQJTWmLM2FHmoPPgNCKvzezJ285GsbAZjMUT8FVqn7GyNodCYoT8gfz,435814324,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,1005000,676660971,-4938468.973866
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4bqcnvc1Njaic1YWiHaYeppnLxssp24j6rtBrj3sCs1csDhyMBB3nRF72nkmcfm21ZohKhVuCxDfcppBLPgw1Hqd,435814325,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,1005000,539564631,-3950775.179093
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4eUxfcswKgqn9svevePYbbR3c1HSNrkdUP6bvL9FvhNMKdBSscvLwbbn87hUc7oeCGvK54mpznCoT6ioEQnYiJuc,435814328,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,978827,528004563,-3555697.661183
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4i4qMoFS4AQHxBXp3wBe8rXUrELVXQvq3ZSxZsGf7QVLM6Z8VwbPBeMdZbeF2XKYaBqL7f4YMZ1KjaZCJjmehftG,435814328,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,923710,519895775,-3555697.661183
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,2adXtmumccz9k8522nGaiVFUpaxNFtQdDGuFy6xxPN6xDKJ431iX4at2FZh7o2n8ofE7UHB4shHaMNr2FEM4wB25,435814329,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,920761,491733056,-3555697.661183
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,2BEi9TspMk7K2S9WAspmTPcr3txrYL9GKYznH1N2nKPU46rDR1Ede6ejXGm7PuGTTjV5EtSN7bdjihMdmjEFcD77,435814330,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,901882,369140109,-2844558.128947
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5bsTNd3PFZmQbWzVKm5uEGsCWffGrnxnHEcVqDcPHHP5xAKCys5yTn6tMHYcpg1LSySFY7KXcHTKH6acJcjwPWfG,435814331,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,904526,321414865,-2488988.362828
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5YQPoQW1j7zs4bc5mjLQv7peHKpYwhFds8HXfeZjiY4mn5F2zJ7CtpKcP8VA14owhgqmbUEpaXNkBq4xSSKSLv5f,435814332,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,920761,281739594,-2204532.549934
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4w8UMjyaLCASiu8pHwdcESmmnZH39u9Q8RXHUgmHH15TPWbWwZUxK8uXDCxQTPWQbzeXRF21HLJUWZSsXHxuPYaT,435814333,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,915448,2158923153,-17351804.586579
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,2pRm8ypmyEDRXcGnS8J5J2wbqfbZEnweyASPFGNhGhwHPL8XtrLRuXDJTrM31HXaDVe8A1f3bmRhQQEH2gCJZTYf,435814344,Atgx1JXsp8pTQ9Qsi74wF5pLMVwHwyQc6jJCu84evN7c,1,973993,513326045,-4182664.43431
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,3Mp7darAgnGsMbBRkAtUGQ5T6pU97fuoGrhn7WSH5yzY9Hj5czVeT8SqdzjP4nuJVyhd4TGvw5DH46swKE2fvtdm,435814345,Atgx1JXsp8pTQ9Qsi74wF5pLMVwHwyQc6jJCu84evN7c,1,913092,477286061,-4182664.43431
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4dU99ZPLKz7qfNGQ7QDhNZ3MwAfLUzpKx8CqXBcs8P5yATwzzozTuU3iLPVYXckzSzBvmwor6Tz3oZBebiYDCwBF,435814346,Atgx1JXsp8pTQ9Qsi74wF5pLMVwHwyQc6jJCu84evN7c,1,915448,422887827,-3764397.990879
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5ket4fLYx7sh3TBR9jPST5tgwHGSzoe1hbq4r6fD6K32ksYN5E24LemxUp7Ly3qCGfTdoFPtA7dsMndbgNZRj2Jw,435814347,Atgx1JXsp8pTQ9Qsi74wF5pLMVwHwyQc6jJCu84evN7c,1,928668,390046340,-3346131.547448
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,iYifKj1pyDMo3uEvN5noGAj6hvAkPtfZyhnvjocsU3TrrBxhdt4gctQNd4qHGBieZyFjJECoFbmV8DanzM8ASiT,435814348,Atgx1JXsp8pTQ9Qsi74wF5pLMVwHwyQc6jJCu84evN7c,1,936785,341737953,-2969691.74836
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4txFBGW9YvTKtKr6f3ngMUexdVojQesuEfwBZ8hpk8JqjNDxAWvWMLVwpydwbR5fRrRPCCeqQAXaELhTWsuGhk6n,435814349,Atgx1JXsp8pTQ9Qsi74wF5pLMVwHwyQc6jJCu84evN7c,1,920761,299753468,-2635078.593616
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,3HsvHGk2xcSnWbaazN7A1FAkd3k6Qqfjq8PB5EMXAN1KR7uU93NmAdnKpqzvfE8zVTNL1EjzK8AwxVUHxVNBRVmX,435814351,Atgx1JXsp8pTQ9Qsi74wF5pLMVwHwyQc6jJCu84evN7c,1,926428,2272647545,-20746015.594184
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,ZNF63XxdEK1V6zFRE8dnGwhnm6sQLMymjeLbGGHs1ddVg7yRtkfYrnKKTA3oo6c3ZE8zscNxAQGcdd2U9nDDjbh,435814355,8kzFH4rgFzy4ccz97AhgqRT7Qbt7HnD5oJCDK1Sxdarb,1,895519,411936886,-3743748.787729
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5ZSAdoSxAR8rR4Ew1FoqB9E6aferNyUTGeU5cy3fXqxBAWQawiUh5sdUG8MoYA9jWPbHL94GBFhC2Dm4fkz1K19C,435814356,8kzFH4rgFzy4ccz97AhgqRT7Qbt7HnD5oJCDK1Sxdarb,1,892638,406189827,-3743748.787729
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5tkp5CZKmtvFvJhJnF2aKBXAD4WYdUk5nGfy4E777BmEGDq1aURQjd3prnpn49y9mVg4mhRsqjoMocYaTMQaMTkK,435814357,8kzFH4rgFzy4ccz97AhgqRT7Qbt7HnD5oJCDK1Sxdarb,1,922921,374439311,-3369373.908956
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,hm3YYZ44yKoVDBw5BeGX5cmUtQYkNaLGCq6ksihTkeKW2fHNrp94amGHN7NsDfzG2MLrdkZEH3L5DBoZrgGQvVD,435814358,8kzFH4rgFzy4ccz97AhgqRT7Qbt7HnD5oJCDK1Sxdarb,1,937995,328636192,-2994999.030183
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,2QK7kR2ejAw5jFCbYqWtoiLw5hnM1R4UFyDNLzYVS3eHrs5x7iZjrn7BJ7HWYbbYWtjppDgcp5Cm3DsciEHeHoqb,435814359,8kzFH4rgFzy4ccz97AhgqRT7Qbt7HnD5oJCDK1Sxdarb,1,960951,262696318,-2658061.639287
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4FCNaCF8oxWXHNhsePe3zJU81ehLStqS2sqvDwKPCs6hzS3Qh9NfsFdCiTD6ybnWCRHAwgAyczWUkREztnGQ5xvN,435814360,8kzFH4rgFzy4ccz97AhgqRT7Qbt7HnD5oJCDK1Sxdarb,1,942723,2331734679,-20927555.723408
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,5zCGF6NLTnyWXDiHnaGm868cpdHzcEPb9m7EfUHoTBaehLTNMokkW5ffwZyUxUZUbuouvtwUUTs35qSoi3b9vJtJ,435814367,5P8A9bGUhroskpuA4hhRbybgt37TcTz7ft5zLAh8orpn,1,959618,3133597298,-30201357.210052
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,4BZfdd1CvujY8sg4ieiqmA8AYwuHdGPDyY9seaNJ59r1n8oJQpvtSS1AZaUZsEdnDPj3Lgp4xG788HfkTCXH1QFg,435814372,GfJA84gwT9LpeyzeckeXkCsf8vdQuA64ZYQ91xoBawvt,1,896277,3188561413,-32267625.284724
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,48QRAaAGHxSScQneHGNKP3tyTPpp53cinaZWPRrihdFn5dGDwjjUpeMw7muVmeQkHknrAkCC68Jj9h4pJvJdYQFb,435814378,43x1zWzjVWJbQErWM78m3Acx83FFuGSQEhmgyxUrPdQs,1,936678,2743518515,-28626518.595085
EijM3FJm9Ka6Cf6byQB1GdeJxhZqAayfzuV4Xp9Jpump,Restoration,DmJs9CsEWZH5PYVVpTe6xvxeKYFPF4Jz4y4DELiL5JE9QJDR4dfG1LqofN4TQ6XjMVyx26wx68d5PJRNM1xTa2p,435814383,HotwanNS4MKqzr82mNBthdosseVGSh7kJFHxVP6soVB,1,2070500,98625685,-1053108.693861
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,2wmtepo8fTRS5oCP8X24YPy9iverAwxsdWgAiCM6mZB9pfNuGfYvPfrtKjhZMyqKbadKqX8t7xEouhiaoxtL4752,435795679,8kzFH4rgFzy4ccz97AhgqRT7Qbt7HnD5oJCDK1Sxdarb,0,915000,-3300000000,37437487.877292
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,2wmtepo8fTRS5oCP8X24YPy9iverAwxsdWgAiCM6mZB9pfNuGfYvPfrtKjhZMyqKbadKqX8t7xEouhiaoxtL4752,435795679,2CHrnc2LyagAbMaMFgthiDWh7ZZ9zT9TF8WEJf7MNE71,1,915000,-3360137240,49384689.738662
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,2wmtepo8fTRS5oCP8X24YPy9iverAwxsdWgAiCM6mZB9pfNuGfYvPfrtKjhZMyqKbadKqX8t7xEouhiaoxtL4752,435795679,Atgx1JXsp8pTQ9Qsi74wF5pLMVwHwyQc6jJCu84evN7c,0,915000,-3250000000,41826644.343107
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,5vCpNZURtBNFYkSWPVp3ywj1Hzj5UoPeGQDToErUU419PAgxGmwpLQscfKiFDCFUi8Gpa2eacnnU8rq3u7GRxSM2,435795679,5P8A9bGUhroskpuA4hhRbybgt37TcTz7ft5zLAh8orpn,0,915000,-3350000000,30201357.210052
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,5vCpNZURtBNFYkSWPVp3ywj1Hzj5UoPeGQDToErUU419PAgxGmwpLQscfKiFDCFUi8Gpa2eacnnU8rq3u7GRxSM2,435795679,43x1zWzjVWJbQErWM78m3Acx83FFuGSQEhmgyxUrPdQs,0,915000,-3550000000,28626518.595085
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,5vCpNZURtBNFYkSWPVp3ywj1Hzj5UoPeGQDToErUU419PAgxGmwpLQscfKiFDCFUi8Gpa2eacnnU8rq3u7GRxSM2,435795679,GfJA84gwT9LpeyzeckeXkCsf8vdQuA64ZYQ91xoBawvt,1,915000,-3210137240,32267625.284724
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,63GRzhXXVEaKKThTXjQBZpyNTqNH8uRsVSsaY5FAquKDenDvf8wWrRRBAVBaENeohiJTBcuyHm2eC8YKTPzoDKRj,435795679,GDQeTnqkyeLyRSjWaeFY5HsxaWoQmmXFc1N6wyuuHiQD,1,42205000,-3548162600,25334406.752302
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,3CmgW2gYDB15614mydaWxgUZVTd3pt2TstAkCcYyeEfHosnRiQWW7E8D1YP4XeXnwc7qspR4hTk4cyGbehkLz6J9,435795679,GTak962xhuv3JHVj74pwJW3inWBmNyXDUJSXtaGsVcQo,1,30005000,-3539162600,22884101.437114
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,4ZAXFUC24mkYxq4dKNu1btZTtSPvscgJQ8HaqJ3n4NNypx7DiUQyqWy8VddvwvYGH4HQeqR6woEoQYg8L478W6QZ,435795679,4Bf9D68XCsqVUQf7akzfEFJSYbpRBrSnwV8Qr8DkCXzn,1,30005000,-3539165363,20772882.854045
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,dKUbN8V19X5Nktkvzf4fAN8NfrB4NXaHi6hrxdTewMSwfRQs9eGeBRzsPEoJfaMWxD7NRxkyxRi3niLgo7xfgVG,435795679,9CGPQ35yojUP4oP2tv5suWtUdhevp68BmUGoykgZX2Yv,1,4005000,-507165363,2812134.468287
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,4aANcH3gsRnNSqvZ476DeuERou2sb5A5GmM7paS9GnKweoe5ZcEYEn6jMaM8zyaypqgvSbEa7GVCkuJp2jHaGeBn,435795679,5yZx1tJramkVgxh49u89PahACux6oWVfspVdBiYMJPMx,1,1007113,-505168424,2775553.857459
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,49w4bSz9EGzQxouHGtSj4jiBf7cbpPjPyAPEbb5ZynJh4WDXLdW59jEHz1AS1kUdxuu2B6KW7Wo3Bj94SdfTPpAL,435795680,GTak962xhuv3JHVj74pwJW3inWBmNyXDUJSXtaGsVcQo,1,2005000,1368105763,-7551753.474247
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,3fCuBe75fAeMFQwEzx5fGKKB9kP36R3UvKrgPRZ3aeoeUcjuB5saNzLYLiHVmp37qajHpHF9iAQNchHad4cYodF9,435795680,GDQeTnqkyeLyRSjWaeFY5HsxaWoQmmXFc1N6wyuuHiQD,1,15000,1333643238,-7600322.02569
EiAsJvYospNxVPtUoGbjUreXNbWcxdpKaiqeJNk6pump,shrek,4v6r7TaTiGz9ZMZeqQeDiKJeZ6nPckaDZM8Wk1Jfy342BeMGzw46T9QtoZtEg24R2syLSXCJrJHAbDuPVAsCWhpH,435795680,4Bf9D68XCsqVUQf7akzfEFJSYbpRBrSnwV8Qr8DkCXzn,1,13000,1172814304,-6855051.341834
